dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1
0,6.00,9.00,10.00,8.00,6.00,5.00,10,10,6,10,10
0,6.00,6.00,7.00,6.00,6.00,5.00,10,10,10,10,10
0,8.00,8.00,7.00,5.00,6.00,5.00,10,10,10,10,10
0,6.00,6.00,6.00,6.00,5.00,5.00,10,10,10,10,10
0,6.00,10.00,9.00,5.00,5.00,5.00,10,10,10,10,10
0,7.00,7.00,7.00,5.00,5.00,5.00,10,10,10,10,10
0,5.00,5.00,5.00,5.00,5.00,5.00,10,10,10,10,10
0,5.00,5.00,6.00,4.00,5.00,5.00,10,10,10,10,10
0,7.00,7.00,6.00,5.00,4.00,5.00,10,10,9,8,5
0,8.00,10.00,8.00,8.00,10.00,5.00,10,10,9,8,5
0,5.00,9.00,9.00,7.00,8.00,4.00,10,10,10,10,10
0,5.00,8.00,8.00,5.00,8.00,4.00,10,10,6,10,10
0,5.00,5.00,5.00,5.00,8.00,4.00,10,10,10,10,10
0,6.00,8.00,8.00,7.00,7.00,4.00,10,10,10,10,10
0,5.00,7.00,6.00,6.00,7.00,4.00,10,10,10,10,10
0,6.00,5.00,6.00,6.00,7.00,4.00,10,10,7,8,8
0,5.00,5.00,6.00,7.00,6.00,4.00,10,10,10,10,10
0,3.00,7.00,8.00,6.00,5.00,4.00,10,10,6,10,10
0,5.00,5.00,6.00,5.00,5.00,4.00,10,10,10,10,10
0,3.00,2.00,8.00,4.00,5.00,4.00,10,10,10,10,10
0,5.00,3.00,4.00,6.00,4.00,4.00,10,10,10,10,10
0,2.00,8.00,6.00,5.00,4.00,4.00,10,10,6,10,10
0,4.00,7.00,7.00,4.00,4.00,4.00,10,10,6,10,10
0,4.00,6.00,6.00,5.00,8.00,3.00,10,10,10,10,10
0,3.00,8.00,8.00,3.00,8.00,3.00,10,10,10,10,10
0,4.00,7.00,9.00,4.00,6.00,3.00,10,10,10,10,10
0,6.00,7.00,7.00,5.00,5.00,3.00,10,10,6,10,10
0,3.00,6.00,6.00,5.00,5.00,3.00,10,10,10,10,10
0,5.00,4.00,5.00,5.00,5.00,3.00,10,10,10,10,10
0,6.00,4.00,5.00,6.00,4.00,3.00,10,10,9,8,5
0,4.00,4.00,5.00,3.00,4.00,3.00,10,10,10,10,10
0,5.00,5.00,6.00,4.00,3.00,3.00,10,10,10,10,10
0,4.00,4.00,4.00,3.00,3.00,3.00,10,10,7,8,8
0,3.00,5.00,4.00,5.00,2.00,3.00,10,10,10,10,10
0,9.00,7.00,6.00,4.00,9.00,2.00,10,10,10,10,10
0,5.00,8.00,10.00,2.00,9.00,2.00,10,10,10,10,10
0,7.00,8.00,8.00,8.00,8.00,2.00,10,10,10,10,10
0,7.00,5.00,8.00,6.00,8.00,2.00,10,10,10,10,10
0,4.00,8.00,9.00,3.00,8.00,2.00,10,10,6,10,10
0,1.00,8.00,8.00,2.00,8.00,2.00,10,10,6,10,10
0,2.00,7.00,7.00,5.00,7.00,2.00,10,10,7,8,8
0,5.00,6.00,6.00,6.00,6.00,2.00,10,10,6,10,10
0,4.00,7.00,8.00,4.00,5.00,2.00,10,10,10,10,10
0,5.00,5.00,6.00,3.00,5.00,2.00,10,10,10,10,10
0,2.00,3.00,3.00,3.00,5.00,2.00,10,10,7,8,8
0,5.00,7.00,7.00,7.00,4.00,2.00,10,10,10,10,10
0,1.00,7.00,6.00,5.00,2.00,2.00,10,10,10,10,10
0,2.00,2.00,2.00,3.00,2.00,2.00,10,10,10,10,10
0,6.00,10.00,10.00,6.00,10.00,10.00,10,10,10,10,10
0,1.00,5.00,8.00,1.00,8.00,1.00,10,10,6,10,10
0,7.00,6.00,8.00,5.00,7.00,1.00,10,10,10,10,10
0,5.00,5.00,5.00,5.00,5.00,1.00,10,10,10,10,10
0,6.00,6.00,5.00,4.00,3.00,1.00,10,10,10,10,10
0,2.00,5.00,5.00,3.00,2.00,1.00,10,10,10,10,10
1,9.00,10.00,8.00,9.00,7.00,9.00,8,2,9,9,9
1,6.00,5.00,8.00,7.00,8.00,8.00,8,2,9,9,9
1,8.00,10.00,10.00,10.00,8.00,8.00,8,2,9,9,9
1,8.00,6.00,7.00,7.00,7.00,8.00,8,2,9,9,9
1,10.00,9.00,9.00,7.00,9.00,7.00,8,2,9,9,9
1,8.00,8.00,8.00,10.00,8.00,7.00,8,2,7,8,8
1,6.00,6.00,7.00,9.00,7.00,7.00,8,2,7,8,8
1,7.00,8.00,7.00,6.00,7.00,6.00,8,2,9,9,9
1,6.00,6.00,6.00,6.00,7.00,6.00,8,2,9,9,9
1,6.00,7.00,7.00,6.00,6.00,6.00,8,2,7,8,8
1,7.00,6.00,6.00,7.00,6.00,5.00,8,2,7,8,8
1,8.00,7.00,7.00,8.00,8.00,4.00,8,2,7,8,8
1,7.00,10.00,10.00,9.00,10.00,2.00,8,2,9,9,9
1,8.00,10.00,10.00,10.00,10.00,10.00,8,2,7,8,8
1,5.00,9.00,9.00,9.00,9.00,6.00,6,3,6,10,8
1,6.00,8.00,6.00,8.00,10.00,10.00,6,3,6,10,8
1,10.00,10.00,10.00,10.00,10.00,10.00,6,3,6,10,8
1,10.00,9.00,10.00,10.00,9.00,9.00,7,3,8,8,5
1,8.00,8.00,7.00,7.00,9.00,8.00,7,3,8,8,5
1,8.00,10.00,8.00,9.00,8.00,8.00,7,3,8,8,5
1,7.00,7.00,8.00,10.00,7.00,8.00,7,3,8,8,5
1,7.00,6.00,7.00,8.00,5.00,7.00,7,3,8,8,5
1,7.00,8.00,8.00,8.00,8.00,6.00,7,3,8,8,5
1,9.00,7.00,8.00,7.00,7.00,5.00,7,3,8,8,5
1,9.00,8.00,8.00,10.00,5.00,5.00,7,3,8,8,5
1,9.00,9.00,9.00,9.00,9.00,9.00,5,4,7,8,6
1,7.00,9.00,10.00,6.00,9.00,9.00,5,4,7,8,6
1,5.00,5.00,9.00,5.00,9.00,9.00,5,4,7,8,6
1,8.00,8.00,9.00,8.00,8.00,8.00,5,4,5,10,9
1,7.00,6.00,8.00,6.00,7.00,8.00,5,4,7,8,6
1,7.00,8.00,7.00,6.00,6.00,8.00,5,4,5,10,9
1,8.00,9.00,9.00,9.00,8.00,7.00,5,4,5,10,9
1,8.00,7.00,8.00,8.00,7.00,7.00,5,4,7,8,6
1,6.00,7.00,7.00,6.00,6.00,7.00,5,4,5,10,9
1,7.00,6.00,9.00,7.00,8.00,6.00,5,4,5,10,9
1,6.00,8.00,8.00,7.00,6.00,6.00,5,4,7,8,6
1,6.00,6.00,6.00,6.00,6.00,6.00,5,4,7,8,6
1,7.00,7.00,7.00,7.00,5.00,6.00,5,4,7,8,6
1,7.00,9.00,10.00,6.00,8.00,5.00,5,4,5,10,9
1,5.00,6.00,7.00,4.00,6.00,5.00,5,4,5,10,9
1,7.00,9.00,8.00,7.00,5.00,5.00,5,4,7,8,6
1,7.00,8.00,9.00,8.00,7.00,4.00,5,4,7,8,6
1,8.00,10.00,9.00,9.00,8.00,8.00,7,4,8,8,8
1,8.00,8.00,8.00,8.00,6.00,8.00,7,4,7,9,9
1,8.00,9.00,9.00,8.00,9.00,7.00,7,4,7,9,9
1,8.00,8.00,8.00,8.00,8.00,7.00,7,4,8,8,8
1,8.00,7.00,7.00,7.00,8.00,7.00,7,4,8,8,8
1,8.00,7.00,8.00,7.00,6.00,6.00,7,4,7,9,9
1,9.00,8.00,8.00,8.00,7.00,5.00,7,4,8,8,8
1,8.00,8.00,10.00,7.00,6.00,5.00,7,4,8,8,8
1,7.00,7.00,7.00,7.00,5.00,5.00,7,4,7,9,9
1,10.00,8.00,5.00,7.00,5.00,4.00,7,4,7,9,9
1,3.00,6.00,7.00,7.00,6.00,3.00,7,4,7,9,9
1,8.00,7.00,8.00,10.00,8.00,10.00,7,4,8,8,8
1,10.00,10.00,10.00,10.00,10.00,10.00,7,4,8,8,8
1,4.00,5.00,8.00,6.00,7.00,9.00,8,4,10,8,8
1,8.00,9.00,8.00,8.00,9.00,7.00,8,4,10,8,8
1,7.00,7.00,8.00,7.00,6.00,6.00,8,4,10,8,8
1,9.00,9.00,9.00,5.00,8.00,5.00,8,4,10,8,8
1,8.00,8.00,8.00,7.00,7.00,9.00,5,5,7,9,7
1,9.00,8.00,9.00,7.00,7.00,8.00,5,5,7,9,7
1,6.00,7.00,6.00,6.00,6.00,8.00,5,5,7,9,7
1,7.00,7.00,7.00,7.00,7.00,7.00,5,5,7,9,7
1,7.00,7.00,7.00,7.00,7.00,7.00,5,5,5,5,8
1,7.00,6.00,6.00,7.00,6.00,6.00,5,5,5,5,8
1,8.00,6.00,7.00,6.00,7.00,4.00,5,5,5,5,8
1,6.00,8.00,9.00,5.00,8.00,3.00,5,5,7,9,7
1,6.00,9.00,9.00,10.00,9.00,10.00,5,5,5,5,5
1,9.00,9.00,9.00,9.00,9.00,9.00,7,5,10,8,3
1,8.00,8.00,7.00,8.00,7.00,8.00,7,5,6,8,8
1,7.00,6.00,6.00,7.00,7.00,8.00,7,5,9,9,7
1,10.00,10.00,10.00,10.00,7.00,8.00,7,5,10,8,3
1,8.00,9.00,9.00,8.00,9.00,7.00,7,5,9,9,7
1,8.00,6.00,9.00,9.00,8.00,7.00,7,5,10,8,3
1,9.00,8.00,8.00,8.00,8.00,7.00,7,5,9,9,7
1,4.00,7.00,7.00,7.00,7.00,7.00,7,5,7,10,10
1,7.00,7.00,7.00,7.00,7.00,7.00,7,5,7,6,6
1,7.00,8.00,7.00,5.00,7.00,7.00,7,5,10,8,3
1,6.00,5.00,6.00,7.00,6.00,7.00,7,5,7,6,6
1,8.00,9.00,8.00,7.00,10.00,7.00,7,5,9,9,7
1,7.00,8.00,8.00,7.00,8.00,6.00,7,5,9,9,7
1,7.00,7.00,8.00,7.00,7.00,6.00,7,5,9,9,7
1,7.00,7.00,7.00,7.00,7.00,6.00,7,5,7,6,6
1,7.00,6.00,8.00,7.00,7.00,5.00,7,5,7,6,6
1,7.00,7.00,7.00,7.00,7.00,5.00,7,5,10,8,3
1,6.00,7.00,7.00,7.00,6.00,5.00,7,5,9,9,7
1,5.00,10.00,9.00,8.00,5.00,5.00,7,5,6,8,8
1,5.00,7.00,7.00,6.00,5.00,5.00,7,5,9,9,7
1,5.00,5.00,5.00,5.00,5.00,5.00,7,5,7,10,10
1,7.00,8.00,7.00,7.00,5.00,4.00,7,5,7,6,6
1,10.00,10.00,10.00,8.00,9.00,10.00,7,5,7,6,6
1,10.00,10.00,10.00,10.00,10.00,10.00,7,5,10,8,3
1,8.00,8.00,8.00,8.00,8.00,9.00,8,5,7,10,9
1,8.00,8.00,8.00,8.00,8.00,9.00,8,5,7,10,5
1,8.00,8.00,8.00,6.00,9.00,7.00,8,5,7,10,5
1,7.00,7.00,6.00,6.00,8.00,7.00,8,5,7,10,5
1,5.00,7.00,7.00,7.00,7.00,7.00,8,5,7,10,5
1,7.00,10.00,10.00,8.00,10.00,7.00,8,5,7,10,5
1,6.00,7.00,6.00,7.00,4.00,6.00,8,5,7,10,9
1,7.00,10.00,10.00,2.00,8.00,3.00,8,5,7,10,5
1,7.00,7.00,7.00,8.00,7.00,9.00,9,5,9,10,10
1,9.00,7.00,8.00,8.00,6.00,6.00,9,5,9,10,10
1,6.00,7.00,7.00,7.00,6.00,6.00,9,5,9,10,10
1,6.00,7.00,6.00,7.00,6.00,6.00,9,5,9,10,10
1,6.00,6.00,8.00,6.00,7.00,5.00,9,5,9,10,10
1,6.00,5.00,5.00,6.00,6.00,4.00,9,5,9,10,10
1,8.00,8.00,8.00,8.00,7.00,2.00,9,5,9,10,10
1,7.00,8.00,7.00,8.00,7.00,8.00,3,6,9,7,10
1,6.00,7.00,8.00,7.00,6.00,5.00,3,6,9,7,10
1,4.00,5.00,7.00,6.00,4.00,3.00,3,6,9,7,10
1,7.00,10.00,10.00,8.00,10.00,1.00,4,6,4,6,6
1,5.00,5.00,7.00,7.00,7.00,9.00,5,6,4,8,9
1,7.00,8.00,9.00,8.00,8.00,8.00,5,6,4,8,9
1,8.00,8.00,8.00,8.00,8.00,8.00,5,6,6,6,6
1,8.00,7.00,8.00,8.00,8.00,8.00,5,6,9,8,9
1,6.00,7.00,8.00,6.00,8.00,8.00,5,6,4,8,9
1,8.00,10.00,10.00,10.00,8.00,8.00,5,6,9,8,9
1,7.00,7.00,9.00,8.00,7.00,8.00,5,6,4,8,9
1,7.00,8.00,7.00,6.00,6.00,8.00,5,6,8,8,8
1,7.00,10.00,10.00,10.00,10.00,8.00,5,6,4,8,9
1,9.00,10.00,10.00,10.00,10.00,8.00,5,6,9,8,9
1,9.00,8.00,9.00,8.00,9.00,7.00,5,6,8,8,8
1,7.00,7.00,9.00,8.00,9.00,7.00,5,6,4,8,9
1,9.00,9.00,9.00,7.00,8.00,7.00,5,6,9,8,9
1,5.00,7.00,8.00,7.00,8.00,7.00,5,6,4,8,9
1,7.00,6.00,6.00,8.00,7.00,7.00,5,6,8,8,8
1,6.00,6.00,6.00,6.00,6.00,7.00,5,6,4,8,9
1,5.00,9.00,10.00,8.00,10.00,7.00,5,6,9,8,9
1,8.00,8.00,7.00,8.00,9.00,6.00,5,6,8,8,8
1,7.00,5.00,6.00,8.00,9.00,6.00,5,6,8,8,8
1,6.00,8.00,8.00,6.00,7.00,6.00,5,6,4,8,9
1,7.00,7.00,7.00,6.00,6.00,6.00,5,6,9,8,9
1,6.00,5.00,4.00,6.00,6.00,6.00,5,6,4,8,9
1,7.00,8.00,7.00,5.00,6.00,6.00,5,6,6,6,6
1,10.00,6.00,8.00,9.00,7.00,5.00,5,6,8,8,8
1,10.00,7.00,7.00,7.00,6.00,5.00,5,6,6,6,6
1,9.00,9.00,8.00,6.00,5.00,5.00,5,6,6,6,6
1,6.00,10.00,5.00,2.00,2.00,4.00,5,6,6,6,6
1,5.00,3.00,6.00,7.00,10.00,3.00,5,6,8,8,8
1,9.00,9.00,9.00,8.00,10.00,2.00,5,6,6,6,6
1,3.00,9.00,10.00,5.00,10.00,10.00,5,6,7,8,5
1,9.00,9.00,9.00,9.00,9.00,9.00,6,6,6,8,4
1,9.00,9.00,9.00,9.00,9.00,9.00,6,6,6,6,6
1,8.00,8.00,9.00,8.00,9.00,9.00,6,6,5,7,7
1,9.00,8.00,8.00,8.00,7.00,9.00,6,6,7,7,7
1,5.00,7.00,8.00,10.00,6.00,9.00,6,6,6,8,4
1,8.00,8.00,8.00,9.00,9.00,8.00,6,6,6,6,6
1,9.00,8.00,9.00,10.00,9.00,8.00,6,6,7,7,7
1,6.00,9.00,8.00,9.00,8.00,8.00,6,6,6,6,6
1,5.00,6.00,7.00,5.00,7.00,8.00,6,6,8,8,6
1,8.00,10.00,9.00,10.00,9.00,7.00,6,6,6,6,6
1,9.00,9.00,8.00,9.00,8.00,7.00,6,6,7,7,7
1,7.00,7.00,8.00,9.00,8.00,7.00,6,6,6,8,4
1,8.00,8.00,8.00,8.00,8.00,7.00,6,6,7,7,7
1,8.00,10.00,8.00,8.00,8.00,7.00,6,6,6,8,4
1,6.00,8.00,8.00,7.00,7.00,7.00,6,6,6,6,6
1,7.00,7.00,7.00,7.00,7.00,7.00,6,6,6,6,6
1,8.00,8.00,7.00,8.00,6.00,7.00,6,6,7,7,7
1,8.00,7.00,7.00,6.00,6.00,7.00,6,6,7,7,7
1,6.00,8.00,8.00,5.00,6.00,7.00,6,6,8,8,6
1,6.00,6.00,6.00,7.00,7.00,6.00,6,6,6,8,4
1,8.00,8.00,8.00,6.00,6.00,6.00,6,6,5,7,7
1,6.00,10.00,9.00,5.00,5.00,6.00,6,6,6,6,6
1,8.00,7.00,9.00,6.00,9.00,5.00,6,6,5,7,7
1,8.00,7.00,6.00,7.00,7.00,5.00,6,6,5,7,7
1,8.00,9.00,9.00,7.00,6.00,5.00,6,6,8,8,6
1,9.00,7.00,7.00,7.00,6.00,5.00,6,6,7,7,7
1,7.00,9.00,10.00,6.00,6.00,5.00,6,6,5,7,7
1,7.00,5.00,6.00,6.00,4.00,5.00,6,6,7,7,7
1,7.00,6.00,5.00,7.00,3.00,5.00,6,6,7,7,7
1,6.00,6.00,8.00,8.00,7.00,3.00,6,6,6,8,4
1,8.00,4.00,4.00,7.00,5.00,3.00,6,6,7,7,7
1,9.00,7.00,9.00,9.00,9.00,10.00,6,6,5,7,7
1,10.00,10.00,10.00,10.00,10.00,10.00,6,6,5,7,7
1,1.00,7.00,9.00,7.00,6.00,1.00,6,6,6,6,6
1,8.00,8.00,7.00,7.00,7.00,0.00,6,6,7,7,7
1,7.00,10.00,10.00,6.00,3.00,9.00,7,6,7,10,8
1,8.00,9.00,9.00,9.00,9.00,8.00,7,6,10,7,8
1,7.00,8.00,9.00,7.00,8.00,8.00,7,6,7,10,8
1,8.00,10.00,9.00,8.00,7.00,8.00,7,6,7,10,8
1,8.00,9.00,7.00,8.00,6.00,8.00,7,6,10,7,8
1,7.00,7.00,8.00,7.00,6.00,8.00,7,6,7,10,8
1,7.00,8.00,7.00,8.00,8.00,7.00,7,6,10,7,7
1,7.00,8.00,9.00,7.00,8.00,7.00,7,6,8,7,4
1,7.00,9.00,8.00,9.00,7.00,7.00,7,6,10,7,7
1,6.00,6.00,7.00,8.00,7.00,7.00,7,6,10,7,7
1,8.00,8.00,7.00,7.00,7.00,7.00,7,6,10,7,8
1,7.00,7.00,7.00,7.00,7.00,7.00,7,6,3,10,10
1,8.00,9.00,10.00,7.00,10.00,7.00,7,6,3,10,10
1,8.00,8.00,9.00,10.00,9.00,6.00,7,6,10,7,8
1,7.00,7.00,8.00,7.00,8.00,6.00,7,6,7,10,8
1,7.00,7.00,7.00,7.00,7.00,6.00,7,6,7,8,7
1,10.00,10.00,10.00,10.00,7.00,6.00,7,6,10,7,8
1,6.00,9.00,8.00,7.00,6.00,6.00,7,6,5,7,7
1,7.00,8.00,8.00,7.00,6.00,6.00,7,6,10,7,8
1,6.00,6.00,6.00,7.00,6.00,6.00,7,6,10,7,7
1,6.00,6.00,6.00,6.00,6.00,6.00,7,6,5,7,7
1,5.00,7.00,7.00,6.00,5.00,6.00,7,6,7,8,7
1,6.00,10.00,6.00,9.00,4.00,6.00,7,6,7,8,3
1,8.00,9.00,8.00,9.00,9.00,5.00,7,6,10,7,8
1,8.00,5.00,8.00,10.00,8.00,5.00,7,6,10,7,8
1,8.00,6.00,7.00,8.00,6.00,5.00,7,6,10,7,7
1,8.00,8.00,10.00,7.00,6.00,5.00,7,6,10,7,7
1,7.00,8.00,8.00,6.00,6.00,5.00,7,6,7,8,7
1,8.00,7.00,8.00,6.00,6.00,5.00,7,6,8,7,4
1,5.00,6.00,7.00,5.00,6.00,5.00,7,6,5,7,7
1,6.00,6.00,7.00,8.00,5.00,5.00,7,6,7,8,7
1,6.00,10.00,9.00,9.00,4.00,5.00,7,6,7,8,7
1,4.00,9.00,9.00,4.00,9.00,4.00,7,6,3,10,10
1,7.00,8.00,8.00,8.00,7.00,4.00,7,6,7,8,7
1,6.00,6.00,7.00,6.00,7.00,4.00,7,6,7,10,8
1,8.00,7.00,6.00,5.00,5.00,3.00,7,6,7,10,8
1,9.00,9.00,9.00,9.00,6.00,10.00,7,6,5,7,7
1,10.00,10.00,10.00,10.00,10.00,10.00,7,6,10,7,7
1,8.00,7.00,8.00,9.00,9.00,9.00,8,6,9,7,5
1,9.00,8.00,8.00,7.00,9.00,9.00,8,6,9,9,9
1,9.00,8.00,8.00,9.00,8.00,9.00,8,6,9,9,9
1,8.00,8.00,7.00,8.00,8.00,9.00,8,6,7,9,2
1,9.00,8.00,8.00,7.00,7.00,9.00,8,6,9,9,9
1,7.00,9.00,9.00,9.00,9.00,8.00,8,6,9,9,9
1,8.00,9.00,9.00,8.00,9.00,8.00,8,6,9,7,5
1,8.00,9.00,9.00,8.00,8.00,8.00,8,6,9,7,5
1,8.00,8.00,9.00,8.00,7.00,8.00,8,6,9,9,9
1,9.00,7.00,8.00,8.00,7.00,8.00,8,6,9,9,9
1,8.00,8.00,8.00,7.00,7.00,8.00,8,6,9,9,9
1,8.00,8.00,8.00,8.00,8.00,7.00,8,6,9,9,9
1,8.00,8.00,8.00,8.00,8.00,7.00,8,6,9,7,5
1,4.00,7.00,9.00,9.00,10.00,7.00,8,6,8,9,6
1,10.00,10.00,10.00,10.00,10.00,7.00,8,6,9,7,5
1,7.00,7.00,7.00,7.00,8.00,6.00,8,6,9,9,9
1,8.00,6.00,7.00,6.00,6.00,6.00,8,6,9,9,9
1,4.00,9.00,8.00,10.00,6.00,6.00,8,6,7,8,5
1,6.00,6.00,5.00,5.00,5.00,6.00,8,6,7,8,5
1,9.00,9.00,10.00,9.00,10.00,6.00,8,6,9,9,9
1,7.00,8.00,9.00,9.00,8.00,5.00,8,6,9,7,5
1,6.00,6.00,9.00,8.00,8.00,5.00,8,6,8,9,6
1,10.00,9.00,10.00,8.00,8.00,5.00,8,6,9,9,9
1,6.00,8.00,9.00,8.00,7.00,5.00,8,6,7,8,5
1,7.00,7.00,7.00,5.00,6.00,5.00,8,6,7,9,2
1,6.00,5.00,5.00,5.00,5.00,4.00,8,6,7,8,5
1,4.00,2.00,4.00,4.00,5.00,3.00,8,6,7,8,5
1,5.00,8.00,7.00,7.00,4.00,3.00,8,6,7,8,5
1,8.00,10.00,10.00,10.00,10.00,10.00,8,6,8,9,6
1,10.00,8.00,8.00,9.00,8.00,8.00,9,6,10,9,10
1,7.00,7.00,8.00,8.00,7.00,8.00,9,6,10,9,10
1,5.00,6.00,7.00,6.00,7.00,8.00,9,6,8,8,8
1,7.00,6.00,7.00,6.00,7.00,7.00,9,6,8,8,8
1,10.00,9.00,10.00,10.00,10.00,7.00,9,6,10,9,10
1,7.00,9.00,10.00,9.00,9.00,6.00,9,6,7,10,10
1,6.00,8.00,8.00,9.00,8.00,6.00,9,6,10,9,10
1,4.00,7.00,7.00,7.00,6.00,6.00,9,6,8,8,8
1,6.00,8.00,8.00,6.00,8.00,5.00,9,6,10,9,10
1,7.00,9.00,8.00,10.00,6.00,5.00,9,6,8,8,8
1,6.00,10.00,10.00,8.00,8.00,4.00,9,6,10,9,10
1,4.00,6.00,8.00,7.00,9.00,2.00,9,6,7,10,10
1,5.00,10.00,10.00,9.00,10.00,10.00,9,6,7,10,10
1,10.00,10.00,10.00,10.00,10.00,10.00,9,6,10,9,10
1,10.00,10.00,10.00,10.00,10.00,10.00,9,6,10,9,10
1,5.00,5.00,5.00,6.00,4.00,1.00,9,6,8,8,8
1,9.00,9.00,9.00,9.00,9.00,9.00,10,6,10,10,10
1,8.00,8.00,5.00,9.00,8.00,9.00,10,6,10,10,10
1,7.00,5.00,7.00,8.00,7.00,9.00,10,6,10,10,10
1,7.00,6.00,8.00,8.00,6.00,9.00,10,6,10,10,10
1,7.00,6.00,8.00,9.00,8.00,8.00,10,6,10,10,10
1,9.00,8.00,10.00,10.00,7.00,8.00,10,6,10,10,10
1,6.00,6.00,8.00,8.00,8.00,6.00,10,6,10,10,10
1,8.00,5.00,5.00,6.00,5.00,5.00,10,6,10,10,10
1,7.00,6.00,8.00,9.00,4.00,5.00,10,6,10,10,10
1,8.00,8.00,10.00,10.00,9.00,9.00,3,7,6,8,6
1,8.00,10.00,10.00,10.00,10.00,9.00,3,7,6,8,6
1,7.00,6.00,7.00,6.00,8.00,9.00,4,7,7,8,7
1,8.00,8.00,8.00,8.00,8.00,8.00,4,7,7,8,7
1,7.00,8.00,7.00,8.00,7.00,8.00,4,7,7,8,7
1,8.00,7.00,8.00,8.00,8.00,7.00,4,7,9,9,9
1,7.00,8.00,8.00,8.00,7.00,7.00,4,7,7,8,7
1,5.00,8.00,8.00,6.00,7.00,7.00,4,7,8,8,3
1,5.00,8.00,9.00,8.00,5.00,7.00,4,7,8,8,3
1,5.00,7.00,7.00,7.00,7.00,6.00,4,7,3,9,2
1,5.00,10.00,10.00,6.00,6.00,6.00,4,7,8,8,3
1,10.00,10.00,10.00,9.00,9.00,5.00,4,7,9,9,9
1,7.00,9.00,9.00,8.00,7.00,5.00,4,7,9,9,9
1,6.00,7.00,7.00,8.00,7.00,5.00,4,7,3,9,2
1,7.00,7.00,7.00,7.00,5.00,5.00,4,7,9,9,9
1,5.00,5.00,5.00,5.00,5.00,5.00,4,7,9,9,9
1,5.00,5.00,5.00,5.00,5.00,5.00,4,7,7,8,7
1,10.00,10.00,10.00,9.00,10.00,5.00,4,7,7,8,7
1,7.00,10.00,10.00,10.00,10.00,10.00,4,7,7,8,7
1,6.00,8.00,8.00,7.00,9.00,8.00,5,7,8,9,5
1,8.00,9.00,9.00,9.00,8.00,8.00,5,7,6,7,7
1,6.00,8.00,8.00,7.00,7.00,8.00,5,7,8,8,3
1,8.00,10.00,10.00,10.00,6.00,8.00,5,7,6,5,7
1,8.00,9.00,10.00,9.00,10.00,8.00,5,7,6,8,7
1,6.00,6.00,8.00,8.00,8.00,7.00,5,7,8,9,5
1,7.00,6.00,9.00,8.00,7.00,7.00,5,7,6,8,7
1,7.00,7.00,7.00,7.00,7.00,7.00,5,7,8,8,3
1,7.00,7.00,7.00,7.00,7.00,7.00,5,7,6,5,7
1,9.00,7.00,9.00,7.00,9.00,6.00,5,7,8,9,5
1,6.00,8.00,8.00,8.00,7.00,6.00,5,7,6,5,7
1,9.00,9.00,10.00,8.00,7.00,6.00,5,7,8,8,3
1,6.00,7.00,7.00,6.00,6.00,6.00,5,7,8,9,5
1,6.00,10.00,9.00,7.00,6.00,5.00,5,7,8,8,3
1,7.00,7.00,7.00,6.00,5.00,5.00,5,7,6,7,7
1,7.00,7.00,7.00,5.00,5.00,5.00,5,7,6,7,7
1,4.00,9.00,4.00,7.00,8.00,4.00,5,7,6,5,7
1,5.00,8.00,7.00,5.00,3.00,3.00,5,7,6,5,7
1,10.00,10.00,10.00,10.00,10.00,10.00,5,7,8,9,5
1,9.00,7.00,9.00,9.00,9.00,8.00,6,7,7,9,8
1,8.00,8.00,8.00,8.00,8.00,8.00,6,7,7,9,8
1,8.00,8.00,8.00,8.00,8.00,8.00,6,7,7,7,5
1,7.00,7.00,8.00,8.00,8.00,8.00,6,7,7,7,5
1,9.00,8.00,8.00,7.00,8.00,8.00,6,7,7,9,8
1,8.00,8.00,8.00,10.00,8.00,8.00,6,7,8,8,9
1,8.00,8.00,9.00,9.00,7.00,8.00,6,7,6,7,5
1,2.00,3.00,10.00,4.00,7.00,8.00,6,7,6,7,5
1,7.00,5.00,9.00,9.00,8.00,7.00,6,7,6,7,5
1,8.00,9.00,9.00,8.00,8.00,7.00,6,7,7,9,7
1,7.00,9.00,8.00,8.00,8.00,7.00,6,7,7,7,5
1,8.00,9.00,8.00,8.00,8.00,7.00,6,7,7,9,8
1,8.00,8.00,8.00,8.00,8.00,7.00,6,7,7,9,8
1,7.00,6.00,8.00,8.00,8.00,7.00,6,7,6,7,5
1,7.00,10.00,10.00,8.00,8.00,7.00,6,7,6,7,7
1,7.00,7.00,8.00,7.00,8.00,7.00,6,7,7,9,8
1,7.00,9.00,8.00,9.00,7.00,7.00,6,7,6,7,5
1,8.00,8.00,10.00,9.00,7.00,7.00,6,7,7,9,8
1,8.00,8.00,8.00,8.00,7.00,7.00,6,7,8,8,9
1,7.00,7.00,7.00,7.00,7.00,7.00,6,7,6,7,7
1,7.00,9.00,8.00,10.00,7.00,7.00,6,7,7,9,7
1,7.00,7.00,8.00,8.00,10.00,7.00,6,7,7,9,8
1,8.00,8.00,9.00,9.00,9.00,6.00,6,7,6,7,5
1,8.00,8.00,8.00,8.00,9.00,6.00,6,7,7,9,8
1,5.00,8.00,8.00,6.00,8.00,6.00,6,7,6,7,7
1,6.00,7.00,8.00,8.00,7.00,6.00,6,7,7,8,7
1,6.00,8.00,9.00,6.00,7.00,6.00,6,7,7,8,7
